id_ads;manufacturer_by;model;version;km;year;price;seller;endereco;scrapy_datetime
4a68603d-c8c5-40cc-a0d0-b83764097b35;bmw;530;530d Touring xdrive Luxury 249cv auto;166457;06-2019;23990;Autosilver;Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr;2024-11-22
af9fafed-872b-4d32-94d7-22cc1ce6652d;bmw;118;"i 5p. Advantage+17""+LED+NAVI+Carplay/Android";37300;01-2021;24800;Autosilver;Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr;2024-11-22
04989b51-42a4-4035-8a02-e5a0773e22c7;bmw;x3;G01-F97 xdrive20d mhev 48V auto;24125;06-2022;39000;Autosilver;Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr;2024-11-22
a229ff12-bb0d-4969-af3d-4caffd697ca5;bmw;x2;M-Sport s-drive18i 136 cv tetto apribile;54424;07-2022;30999;Autosilver;Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr;2024-11-22
10d4d109-b472-4a26-8e59-a06719f15948;bmw;220;d Gran Tourer xDrive Business 7 posti auto;120000;06-2019;17490;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
ea8af0f5-e8c9-46fb-ac66-b942afe0a75e;bmw;850;m cabrio 850i xdrive v8 individual composition ste;37662;02-2019;59900;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
2194dfb4-d5ea-4b20-a397-68825e196886;bmw;220;220d Gran Tourer Business aut.;129118;10-2018;15449;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
dabd7ff6-293b-45d6-8081-b302286d4b2d;bmw;x5;xDrive25d M-Sport *49.000 Km*;59000;11-2021;53500;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
9ff80a59-1e5e-4e80-8352-dbda87525349;bmw;318;318d Touring Business Advantage aut.;139000;07-2018;15999;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
71376e6a-b395-4952-8102-80da33bc58c2;bmw;216;216d Gran Tourer Advantage 7p.ti auto;82131;09-2018;16990;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
140fc0ac-6282-4f02-b9ab-0abfedef26a1;bmw;x4;xDrive20d Business Advantage Aut.;170500;04-2018;24900;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
e1f75317-187d-4c89-9461-221fb08293dc;bmw;216;216d Gran Coupe Msport auto;45485;04-2022;27300;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
636c8c83-e925-4230-8112-c26be1f31b53;bmw;x1;xLine 18 d;85000;06-2018;22200;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
b7ee9e6c-b242-4d85-9ce5-ce46bbee79f6;bmw;120;120i 5p. Advantage PERFETTE CONDIZIONI;41162;06-2021;24800;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
7fd242d6-d356-4bfb-a873-a484e704948d;bmw;320;d Efficient Dynamics Touring Sport;178500;05-2019;14500;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
de68a478-ae4b-4195-9f2c-91c0305631b0;bmw;116;"BUSINESS 116 CV  NAVI CERCHI IN LEGA 18"" 5 PORTE";106000;06-2018;14900;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
94221006-b469-41c3-91f3-a07123c09b4a;bmw;118;i Advantage 136cv auto;56875;01-2021;21350;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
5131b7db-ad5b-4ba4-95a9-3bef9663032e;bmw;x1;xdrive18d xLine auto my18;96759;01-2019;19990;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
9b2b92b6-5893-4d8a-b057-3153ec44b2f9;bmw;x4;xdrive20d Msport X auto my19;108179;10-2019;36900;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
107c42bc-b488-4737-ae40-55b066e717d3;bmw;225;225xe Active Tourer iPerformance Advantage auto;59560;06-2020;20700;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
c25d71e6-70f9-4370-8914-97b2fb778e36;bmw;x2;sdrive18d Msport;37184;03-2021;28500;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
bcc6bd66-3115-4a00-8710-d1c2742c8da3;bmw;x5;xdrive45e Msport auto;59359;02-2021;55500;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
4c92f2a9-55a3-4ae6-82b2-dfcd686fa642;bmw;x1;sdrive20i xline 192cv auto;41010;07-2020;27500;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
9b2cd90e-7b0e-45b4-9f16-0a60be4e9d2a;bmw;m8;4.4 Competition 625cv auto;16000;11-2021;97800;Ultu Selection srl;Simone Ulturale • IT-25035 Ospitaletto -  BS;2024-11-22
d4bc0470-370c-4a68-90f5-2c80d191b789;bmw;218;218i Active Tourer Business 140cv auto;68791;08-2020;15900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
252f6669-0180-4dae-80c6-d63886dad77e;bmw;x1;sDrive 20d Business Advantage automatico;146145;01-2020;19850;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
93b139a3-e2e8-4506-a28c-feede6f9c9b2;bmw;x6;xDrive30d 48V Msport;34340;10-2020;62900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
b0ce14ba-0b0f-41a9-9ab0-688f362d2372;bmw;520;520d aut Business MH48V Touring;134142;08-2020;24850;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
747af973-707d-4fe0-972d-14b38149dd71;bmw;x2;sdrive16d Business X auto;98000;02-2021;24000;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
6259810d-7eb8-4bbb-9d4f-68359fec476b;bmw;540;d Touring xdrive Msport auto;142671;01-2018;28800;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
2bec59c0-0487-4471-9a48-34c3a92d243b;bmw;x1;F48 2019 Benzina sdrive18i xLine 136cv auto;36434;03-2021;26900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
67009db7-ad00-4de6-a626-ec23a7b73493;bmw;318;d Touring Business Advantage auto Euro 6;78500;06-2018;17500;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
4d91f70b-b7d5-4e56-99c3-b74799d3b8b3;bmw;x1;xdrive20d Msport auto;107958;04-2021;30900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
1b63bcf9-5cde-4f9b-b93a-3614484103fb;bmw;x2;sdrive18d Advantage Steptronic;70000;05-2020;27500;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
a93aa5b6-5bde-472d-968d-63e32717e775;bmw;x3;xdrive20d xLine 190cv auto my19;167000;05-2020;26500;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
27c50f3a-13cf-4aad-b54e-a88d4fd8c129;bmw;x4;20d scr xdrive msport x steptronic my19;49189;02-2020;39900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
9d4f3652-6b87-4f1f-bd7b-3c840f53cd77;bmw;420;d 48V Coupé Sport AUTO. - COCKPIT PRO/PELLE/H-K;69000;06-2021;36750;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
5531af91-32f0-43fe-b4eb-ba52b3b77786;bmw;x3;X3 xdrive20d Msport 190cv auto my19;60000;07-2020;36990;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
d47c46f9-8940-4f0a-9696-3b11e8629702;bmw;216;216d Active Tourer Advantage;79000;03-2020;16900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
416b4fd5-6b54-4a27-853c-0b39fb531713;bmw;x1;sDrive16d Advantage;64292;05-2019;20493;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
06940361-d440-4fde-926e-df18e2717d94;bmw;x2;sDrive18i Msport *Black Pack*;26012;10-2021;35990;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
6c83a315-6355-495f-a305-ff5c8952186a;bmw;x1;X1 sdrive20d Business Advantage auto, Km Certific;81100;07-2020;24900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
f16f5082-90a2-4b4c-8347-03804d6d2d86;bmw;x1;18d sDrive xLine Steptronic my18 sdrive18d xLine;60780;06-2019;24800;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
395d5d05-9b66-4326-ace0-e2f04b839522;bmw;316;316d Touring;169000;09-2019;13900;Target srl;Team Web • IT-14100 Asti - At;2024-11-22
1cc99826-d7fd-4dde-8e3e-ef5d968827ee;bmw;118;118d Msport auto;116670;01-2021;22450;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
bb823b69-2f86-4204-adb2-9885f19643ae;bmw;318;d Touring Business Advantage aut.;37000;07-2020;28500;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
da9d0d9f-a56a-4afb-aa86-1d99fcedc4ee;bmw;116;116d 5p. Business 3 ANNI DI GARANZIA KM ILLIMITATI;83988;07-2018;14900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
34aad1ab-bbb0-40c5-9f44-9dc2002eee79;bmw;320;i Luxury auto;53800;03-2019;29900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
952c42f0-a8d3-438e-9416-96407b7be7c6;bmw;118;118d 5p. M Sport automatica;79400;05-2020;27500;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
165a1548-9f0e-436a-993b-d0ce978151fc;bmw;118;118i M sport 136cv auto;29587;09-2021;27400;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
6bb62049-4716-4c0c-bc2c-6ef745ab0dbe;bmw;520;520d Luxury;91350;03-2018;26500;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
0e8242bd-189a-4fe2-a3c2-137a0e68bcd5;bmw;x1;xdrive18d Advantage;36518;07-2020;26900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
fbdd602b-18dc-4752-bb88-b8fd0315576e;bmw;x4;M Competition 510cv auto;85241;07-2020;57900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
25fb8045-bb68-47e9-92aa-a0fa39a0119e;bmw;320;d Gran Turismo Msport;73698;05-2020;29890;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
de126ca9-d645-4f40-b599-bd47b5faf0de;bmw;116;116D BUSINESS ADVANTAGE;123889;01-2020;15900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
0c623c67-4083-415e-8cfe-aa1150bfc778;bmw;x6;xDrive30d 249CV Msport M Sport;125000;09-2018;36900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
e2e9aa81-4236-4694-a4c0-b2bdb50b3889;bmw;118;i Advantage 136cv auto;61174;12-2020;20650;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
3c66f4e5-f6d9-4179-becb-9fd63da3c112;bmw;x4;xdrive 20i Msport M SPORT TETTO 360° IVA ESP.;80000;11-2019;38900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
db8c2d3b-c509-44eb-bc39-bc06b1bbdc08;bmw;420;420d xDrive Gran Coupé Advantage 2.0 Diesel 190CV;135532;10-2019;20190;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
e7b61884-f52b-40a2-9213-9c5f2ef031fc;bmw;ix;iX xdrive40 pacchetto sportivo;28972;05-2022;56900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
b873116b-d2de-4859-88e9-636bab19a6a4;bmw;520;520d Sport;178000;03-2019;21999;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
014bbe52-8e0d-44f8-a00a-261b263d9356;bmw;320;Touring 320d mhev 48V M Sport auto;71447;03-2021;32500;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
9ac9430f-2887-4b38-8993-e582097f867f;bmw;420;420d Gran Coupe Msport auto my15;110000;05-2018;25499;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
16ad4b8c-f57d-4b68-8b54-3e760b30a737;bmw;x5;xdrive30d Msport auto;122220;11-2018;43900;Carliveroo;Carliveroo .eu • IT-20835 Muggiò - Monza e Brianza - MB;2024-11-22
